OMNIWeb Plus Browser Results

Listing for omni_min data from 20150317 to 20150318
Selected parameters:
 1 SYM/H, nT

YYYY DOY HR MN    1 
2015  77 14 57   -83
2015  77 14 58   -83
2015  77 14 59   -83
2015  77 15  0   -83
2015  77 15  1   -81
2015  77 15  2   -81
2015  77 15  3   -80
2015  77 15  4   -80
2015  77 15  5   -78
2015  77 15  6   -77
2015  77 15  7   -75
2015  77 15  8   -74
2015  77 15  9   -73
2015  77 15 10   -73
2015  77 15 11   -72
2015  77 15 12   -71
2015  77 15 13   -69
2015  77 15 14   -68
2015  77 15 15   -67
2015  77 15 16   -66
2015  77 15 17   -66
2015  77 15 18   -66
2015  77 15 19   -65
2015  77 15 20   -65
2015  77 15 21   -65
2015  77 15 22   -65
2015  77 15 23   -65
2015  77 15 24   -65
2015  77 15 25   -65
2015  77 15 26   -65
2015  77 15 27   -65
2015  77 15 28   -65
2015  77 15 29   -64
2015  77 15 30   -63
2015  77 15 31   -63
2015  77 15 32   -63
2015  77 15 33   -63
2015  77 15 34   -63
2015  77 15 35   -63
2015  77 15 36   -64
2015  77 15 37   -64
2015  77 15 38   -64
2015  77 15 39   -63
2015  77 15 40   -63
2015  77 15 41   -63
2015  77 15 42   -63
2015  77 15 43   -64
2015  77 15 44   -64
2015  77 15 45   -64
2015  77 15 46   -66
2015  77 15 47   -66
2015  77 15 48   -65
2015  77 15 49   -65
2015  77 15 50   -65
2015  77 15 51   -65
2015  77 15 52   -63
2015  77 15 53   -63
2015  77 15 54   -63
2015  77 15 55   -63
2015  77 15 56   -62
2015  77 15 57   -62
2015  77 15 58   -62
2015  77 15 59   -62
2015  77 16  0   -61
2015  77 16  1   -61
2015  77 16  2   -61
2015  77 16  3   -61
2015  77 16  4   -61
2015  77 16  5   -60
2015  77 16  6   -60
2015  77 16  7   -60
2015  77 16  8   -59
2015  77 16  9   -59
2015  77 16 10   -59
2015  77 16 11   -59
2015  77 16 12   -58
2015  77 16 13   -58
2015  77 16 14   -58
2015  77 16 15   -58
2015  77 16 16   -58
2015  77 16 17   -58
2015  77 16 18   -59
2015  77 16 19   -59
2015  77 16 20   -60
2015  77 16 21   -58
2015  77 16 22   -57
2015  77 16 23   -57
2015  77 16 24   -57
2015  77 16 25   -56
2015  77 16 26   -56
2015  77 16 27   -56
2015  77 16 28   -57
2015  77 16 29   -58
2015  77 16 30   -58
2015  77 16 31   -58
2015  77 16 32   -59
2015  77 16 33   -58
2015  77 16 34   -58
2015  77 16 35   -58
2015  77 16 36   -57
2015  77 16 37   -56
2015  77 16 38   -55
2015  77 16 39   -53
2015  77 16 40   -53
2015  77 16 41   -53
2015  77 16 42   -53
2015  77 16 43   -52
2015  77 16 44   -52
2015  77 16 45   -52
2015  77 16 46   -53
2015  77 16 47   -54
2015  77 16 48   -54
2015  77 16 49   -54
2015  77 16 50   -54
2015  77 16 51   -54
2015  77 16 52   -54
2015  77 16 53   -54
2015  77 16 54   -55
2015  77 16 55   -55
2015  77 16 56   -55
2015  77 16 57   -55
2015  77 16 58   -55
2015  77 16 59   -55
2015  77 17  0   -54
2015  77 17  1   -54
2015  77 17  2   -54
2015  77 17  3   -54
2015  77 17  4   -53
2015  77 17  5   -53
2015  77 17  6   -53
2015  77 17  7   -52
2015  77 17  8   -52
2015  77 17  9   -53
2015  77 17 10   -53
2015  77 17 11   -52
2015  77 17 12   -52
2015  77 17 13   -52
2015  77 17 14   -52
2015  77 17 15   -53
2015  77 17 16   -53
2015  77 17 17   -54
2015  77 17 18   -55
2015  77 17 19   -54
2015  77 17 20   -53
2015  77 17 21   -52
2015  77 17 22   -53
2015  77 17 23   -54
2015  77 17 24   -54
2015  77 17 25   -54
2015  77 17 26   -54
2015  77 17 27   -54
2015  77 17 28   -55
2015  77 17 29   -54
2015  77 17 30   -54
2015  77 17 31   -53
2015  77 17 32   -53
2015  77 17 33   -53
2015  77 17 34   -53
2015  77 17 35   -52
2015  77 17 36   -51
2015  77 17 37   -52
2015  77 17 38   -51
2015  77 17 39   -51
2015  77 17 40   -51
2015  77 17 41   -51
2015  77 17 42   -52
2015  77 17 43   -53
2015  77 17 44   -53
2015  77 17 45   -52
2015  77 17 46   -54
2015  77 17 47   -56
2015  77 17 48   -55
2015  77 17 49   -54
2015  77 17 50   -52
2015  77 17 51   -51
2015  77 17 52   -50
2015  77 17 53   -50
2015  77 17 54   -49
2015  77 17 55   -49
2015  77 17 56   -49
2015  77 17 57   -48
2015  77 17 58   -48
2015  77 17 59   -49
2015  77 18  0   -50
2015  77 18  1   -51
2015  77 18  2   -53
2015  77 18  3   -55
2015  77 18  4   -57
2015  77 18  5   -58
2015  77 18  6   -59
2015  77 18  7   -60
2015  77 18  8   -60
2015  77 18  9   -61
2015  77 18 10   -61
2015  77 18 11   -61
2015  77 18 12   -62
2015  77 18 13   -62
2015  77 18 14   -62
2015  77 18 15   -62
2015  77 18 16   -62
2015  77 18 17   -62
2015  77 18 18   -62
2015  77 18 19   -62
2015  77 18 20   -62
2015  77 18 21   -61
2015  77 18 22   -62
2015  77 18 23   -62
2015  77 18 24   -61
2015  77 18 25   -61
2015  77 18 26   -62
2015  77 18 27   -61
2015  77 18 28   -60
2015  77 18 29   -59
2015  77 18 30   -59
2015  77 18 31   -59
2015  77 18 32   -59
2015  77 18 33   -59
2015  77 18 34   -59
2015  77 18 35   -59
2015  77 18 36   -59
2015  77 18 37   -59
2015  77 18 38   -59
2015  77 18 39   -59
2015  77 18 40   -58
2015  77 18 41   -58
2015  77 18 42   -58
2015  77 18 43   -57
2015  77 18 44   -59
2015  77 18 45   -59
2015  77 18 46   -57
2015  77 18 47   -57
2015  77 18 48   -58
2015  77 18 49   -59
2015  77 18 50   -60
2015  77 18 51   -60
2015  77 18 52   -59
2015  77 18 53   -58
2015  77 18 54   -58
2015  77 18 55   -58
2015  77 18 56   -59
2015  77 18 57   -59
2015  77 18 58   -59
2015  77 18 59   -59
2015  77 19  0   -58
2015  77 19  1   -58
2015  77 19  2   -59
2015  77 19  3   -59
2015  77 19  4   -59
2015  77 19  5   -60
2015  77 19  6   -60
2015  77 19  7   -61
2015  77 19  8   -61
2015  77 19  9   -61
2015  77 19 10   -61
2015  77 19 11   -61
2015  77 19 12   -61
2015  77 19 13   -61
2015  77 19 14   -62
2015  77 19 15   -63
2015  77 19 16   -63
2015  77 19 17   -64
2015  77 19 18   -64
2015  77 19 19   -64
2015  77 19 20   -63
2015  77 19 21   -63
2015  77 19 22   -64
2015  77 19 23   -64
2015  77 19 24   -63
2015  77 19 25   -63
2015  77 19 26   -63
2015  77 19 27   -64
2015  77 19 28   -64
2015  77 19 29   -66
2015  77 19 30   -64
2015  77 19 31   -64
2015  77 19 32   -65
2015  77 19 33   -65
2015  77 19 34   -64
2015  77 19 35   -64
2015  77 19 36   -65
2015  77 19 37   -66
2015  77 19 38   -67
2015  77 19 39   -68
2015  77 19 40   -69
2015  77 19 41   -68
2015  77 19 42   -67
2015  77 19 43   -67
2015  77 19 44   -67
2015  77 19 45   -67
2015  77 19 46   -67
2015  77 19 47   -67
2015  77 19 48   -70
2015  77 19 49   -74
2015  77 19 50   -72
2015  77 19 51   -68
2015  77 19 52   -68
2015  77 19 53   -69
2015  77 19 54   -68
2015  77 19 55   -68
2015  77 19 56   -70
2015  77 19 57   -70
2015  77 19 58   -69
2015  77 19 59   -69
2015  77 20  0   -68
2015  77 20  1   -68
2015  77 20  2   -69
2015  77 20  3   -68
2015  77 20  4   -68
2015  77 20  5   -68
2015  77 20  6   -69
2015  77 20  7   -69
2015  77 20  8   -69
2015  77 20  9   -68
2015  77 20 10   -69
2015  77 20 11   -69
2015  77 20 12   -69
2015  77 20 13   -69
2015  77 20 14   -68
2015  77 20 15   -67
2015  77 20 16   -67
2015  77 20 17   -66
2015  77 20 18   -65
2015  77 20 19   -65
2015  77 20 20   -65
2015  77 20 21   -66
2015  77 20 22   -66
2015  77 20 23   -65
2015  77 20 24   -65
2015  77 20 25   -65
2015  77 20 26   -66
2015  77 20 27   -65
2015  77 20 28   -65
2015  77 20 29   -65
2015  77 20 30   -66
2015  77 20 31   -67
2015  77 20 32   -68
2015  77 20 33   -69
2015  77 20 34   -69
2015  77 20 35   -69
2015  77 20 36   -69
2015  77 20 37   -69
2015  77 20 38   -69
2015  77 20 39   -69
2015  77 20 40   -69
2015  77 20 41   -70
2015  77 20 42   -70
2015  77 20 43   -70
2015  77 20 44   -70
2015  77 20 45   -70
2015  77 20 46   -70
2015  77 20 47   -70
2015  77 20 48   -70
2015  77 20 49   -70
2015  77 20 50   -70
2015  77 20 51   -70
2015  77 20 52   -70
2015  77 20 53   -70
2015  77 20 54   -70
2015  77 20 55   -70
2015  77 20 56   -70
2015  77 20 57   -68
2015  77 20 58   -68
2015  77 20 59   -67
2015  77 21  0   -67
2015  77 21  1   -67
2015  77 21  2   -67
2015  77 21  3   -66
2015  77 21  4   -67
2015  77 21  5   -67
2015  77 21  6   -67
2015  77 21  7   -67
2015  77 21  8   -68
2015  77 21  9   -68
2015  77 21 10   -69
2015  77 21 11   -69
2015  77 21 12   -69
2015  77 21 13   -69
2015  77 21 14   -70
2015  77 21 15   -70
2015  77 21 16   -70
2015  77 21 17   -69
2015  77 21 18   -70
2015  77 21 19   -70
2015  77 21 20   -71
2015  77 21 21   -71
2015  77 21 22   -71
2015  77 21 23   -71
2015  77 21 24   -70
2015  77 21 25   -70
2015  77 21 26   -70
2015  77 21 27   -69
2015  77 21 28   -69
2015  77 21 29   -68
2015  77 21 30   -68
2015  77 21 31   -68
2015  77 21 32   -68
2015  77 21 33   -68
2015  77 21 34   -68
2015  77 21 35   -69
2015  77 21 36   -69
2015  77 21 37   -69
2015  77 21 38   -69
2015  77 21 39   -69
2015  77 21 40   -68
2015  77 21 41   -67
2015  77 21 42   -67
2015  77 21 43   -68
2015  77 21 44   -68
2015  77 21 45   -68
2015  77 21 46   -67
2015  77 21 47   -67
2015  77 21 48   -68
2015  77 21 49   -67
2015  77 21 50   -67
2015  77 21 51   -67
2015  77 21 52   -66
2015  77 21 53   -66
2015  77 21 54   -66
2015  77 21 55   -65
2015  77 21 56   -65
2015  77 21 57   -65
2015  77 21 58   -65
2015  77 21 59   -65
2015  77 22  0   -65
2015  77 22  1   -66
2015  77 22  2   -66
2015  77 22  3   -66
2015  77 22  4   -66
2015  77 22  5   -66
2015  77 22  6   -65
2015  77 22  7   -65
2015  77 22  8   -65
2015  77 22  9   -65
2015  77 22 10   -64
2015  77 22 11   -65
2015  77 22 12   -64
2015  77 22 13   -64
2015  77 22 14   -63
2015  77 22 15   -63
2015  77 22 16   -65
2015  77 22 17   -65
2015  77 22 18   -65
2015  77 22 19   -66
2015  77 22 20   -67
2015  77 22 21   -67
2015  77 22 22   -67
2015  77 22 23   -67
2015  77 22 24   -66
2015  77 22 25   -67
2015  77 22 26   -66
2015  77 22 27   -66
2015  77 22 28   -66
2015  77 22 29   -66
2015  77 22 30   -67
2015  77 22 31   -68
2015  77 22 32   -68
2015  77 22 33   -68
2015  77 22 34   -69
2015  77 22 35   -70
2015  77 22 36   -70
2015  77 22 37   -70
2015  77 22 38   -71
2015  77 22 39   -71
2015  77 22 40   -73
2015  77 22 41   -73
2015  77 22 42   -73
2015  77 22 43   -73
2015  77 22 44   -72
2015  77 22 45   -71
2015  77 22 46   -71
2015  77 22 47   -71
2015  77 22 48   -71
2015  77 22 49   -72
2015  77 22 50   -71
2015  77 22 51   -71
2015  77 22 52   -70
2015  77 22 53   -70
2015  77 22 54   -69
2015  77 22 55   -69
2015  77 22 56   -69
2015  77 22 57   -69
2015  77 22 58   -70
2015  77 22 59   -69
2015  77 23  0   -69
2015  77 23  1   -68
2015  77 23  2   -68
2015  77 23  3   -68
2015  77 23  4   -68
2015  77 23  5   -68
2015  77 23  6   -68
2015  77 23  7   -69
2015  77 23  8   -69
2015  77 23  9   -68
2015  77 23 10   -68
2015  77 23 11   -68
2015  77 23 12   -67
2015  77 23 13   -67
2015  77 23 14   -67
2015  77 23 15   -67
2015  77 23 16   -67
2015  77 23 17   -66
2015  77 23 18   -66
2015  77 23 19   -66
2015  77 23 20   -66
2015  77 23 21   -66
2015  77 23 22   -67
2015  77 23 23   -67
2015  77 23 24   -68
2015  77 23 25   -67
2015  77 23 26   -67
2015  77 23 27   -67
2015  77 23 28   -67
2015  77 23 29   -67
2015  77 23 30   -67
2015  77 23 31   -67
2015  77 23 32   -67
2015  77 23 33   -67
2015  77 23 34   -67
2015  77 23 35   -67
2015  77 23 36   -68
2015  77 23 37   -68
2015  77 23 38   -67
2015  77 23 39   -67
2015  77 23 40   -68
2015  77 23 41   -68
2015  77 23 42   -68
2015  77 23 43   -68
2015  77 23 44   -68
2015  77 23 45   -68
2015  77 23 46   -69
2015  77 23 47   -69
2015  77 23 48   -69
2015  77 23 49   -70
2015  77 23 50   -69
2015  77 23 51   -70
2015  77 23 52   -70
2015  77 23 53   -70
2015  77 23 54   -70
2015  77 23 55   -70
2015  77 23 56   -70
2015  77 23 57   -71
2015  77 23 58   -71
2015  77 23 59   -71
If you have any questions about OMNIWeb Plus Interface,contact:
Dr. Natalia Papitashvili, Code 672, Greenbelt, MD 20771.
Last Update: May 13, 2026, NEP.
